training_seed,method,steps,elapsed_seconds,tolerance_m,training_success_rate,mean_alignment_error_m,log_std
101,hard,7680,96.51097030999999,0.006,0.005859375,0.06665405483657379,-1.2291666269302368
101,hard,8192,102.736793525,0.006,0.005859375,0.06621728841462149,-1.28125
101,hard,8704,109.39042139499999,0.006,0.013671875,0.06520451012635471,-1.3333333730697632
101,hard,9216,115.567747724,0.006,0.005859375,0.0648966741584234,-1.3854166269302368
101,hard,9728,121.68602600799998,0.006,0.00390625,0.06449876123353655,-1.4375
101,hard,10240,127.83456315899998,0.006,0.0078125,0.06409429245093465,-1.4895833730697632
101,hard,10752,134.089880392,0.006,0.009765625,0.06133982591150018,-1.5416666269302368
101,hard,11264,140.162888033,0.006,0.00390625,0.06169776839252772,-1.59375
101,hard,11776,146.57099139800002,0.006,0.0078125,0.061794423883743996,-1.6458333730697632
101,hard,12288,152.67257620200002,0.006,0.005859375,0.06075614632378824,-1.6979166269302368
101,hard,12800,158.74161680600002,0.006,0.0078125,0.060359063978822694,-1.75
101,hard,13312,164.824271963,0.006,0.0,0.05975949832620331,-1.8020833730697632
101,hard,13824,170.93725557000002,0.006,0.00390625,0.05902664171948836,-1.8541666269302368
101,hard,14336,177.06994888600002,0.006,0.01171875,0.058031250056974945,-1.90625
101,hard,14848,183.14797320300002,0.006,0.00390625,0.05725452447463639,-1.9583333730697632
101,hard,15360,189.243606859,0.006,0.001953125,0.05642278962753905,-2.0104167461395264
101,hard,15872,195.28246932000002,0.006,0.005859375,0.056145904914214936,-2.0625
101,hard,16384,201.387086928,0.006,0.001953125,0.05683032442516869,-2.1145832538604736
101,hard,16896,207.666405456,0.006,0.00390625,0.05703170739130073,-2.1666667461395264
101,hard,17408,213.867661739,0.006,0.0078125,0.05596113503934137,-2.21875
101,hard,17920,219.90962229500002,0.006,0.0078125,0.055519680977999385,-2.2708332538604736
101,hard,18432,225.94520913000002,0.006,0.005859375,0.05765375567048689,-2.3229167461395264
101,hard,18944,232.05863072900001,0.006,0.001953125,0.057486684221367844,-2.375
101,hard,19456,238.08128987700002,0.006,0.001953125,0.05537392913683094,-2.4270832538604736
101,hard,19968,244.195748369,0.006,0.0078125,0.05480753213425787,-2.4791667461395264
101,hard,20480,250.23444743700003,0.006,0.001953125,0.05557727881330031,-2.53125
101,hard,20992,256.381034052,0.006,0.009765625,0.05615235217622783,-2.5833332538604736
101,hard,21504,262.50940017,0.006,0.00390625,0.056299741964340136,-2.6354167461395264
101,hard,22016,268.649680565,0.006,0.005859375,0.05516867052273704,-2.6875
101,hard,22528,274.713644036,0.006,0.01171875,0.055060693065406285,-2.7395832538604736
101,hard,23040,280.770903119,0.006,0.009765625,0.05583311028757995,-2.7916667461395264
101,hard,23552,286.831522937,0.006,0.0,0.05540977662659236,-2.84375
101,hard,24064,292.968519501,0.006,0.005859375,0.05388843482550346,-2.8958332538604736
101,hard,24576,299.012683644,0.006,0.01171875,0.053341669166566096,-2.9479167461395264
101,hard,25088,305.049200666,0.006,0.005859375,0.05581552964373354,-3.0
101,hard,25600,311.096047388,0.006,0.005859375,0.05439834026758027,-3.0
101,hard,26112,317.298573852,0.006,0.005859375,0.05561648844317348,-3.0
101,hard,26624,323.356026239,0.006,0.0,0.05496571561274997,-3.0
101,hard,27136,329.449931994,0.006,0.00390625,0.05439109008071037,-3.0
101,hard,27648,335.540354874,0.006,0.005859375,0.05483253379753236,-3.0
101,hard,28160,341.780944697,0.006,0.013671875,0.053405544461926045,-3.0
101,hard,28672,348.021773019,0.006,0.0078125,0.05429085363477951,-3.0
101,hard,29184,354.12358072800004,0.006,0.00390625,0.05516519926106521,-3.0
101,hard,29696,360.438709087,0.006,0.00390625,0.05513158206529808,-3.0
101,hard,30208,366.574622213,0.006,0.001953125,0.05445268879759231,-3.0
101,hard,30720,372.700098356,0.006,0.0,0.05454589055294172,-3.0
101,hard,31232,379.072803108,0.006,0.001953125,0.053146673680175484,-3.0
101,hard,31744,385.212698429,0.006,0.005859375,0.05594220776992066,-3.0
101,hard,32256,392.023183118,0.006,0.00390625,0.054954740701816496,-3.0
101,hard,32768,401.449255288,0.006,0.005859375,0.054244541930071145,-3.0
102,curriculum,512,9.040826339,0.06,0.365234375,0.08028889440457701,-0.5
102,curriculum,1024,16.34728767,0.06,0.3125,0.08182776586036185,-0.5520833134651184
102,curriculum,1536,22.509508971000002,0.06,0.33984375,0.07949047309172506,-0.6041666865348816
102,curriculum,2048,28.662773561,0.06,0.36328125,0.07814793254922597,-0.65625
102,curriculum,2560,34.809865688,0.06,0.41015625,0.07311955615468829,-0.7083333134651184
102,curriculum,3072,40.959061549000005,0.06,0.396484375,0.06963191251976718,-0.7604166865348816
102,curriculum,3584,47.145123948000005,0.06,0.453125,0.06605793441814625,-0.8125
102,curriculum,4096,53.335985120000004,0.06,0.509765625,0.06325139118071774,-0.8645833134651184
102,curriculum,4608,59.82810969300001,0.06,0.541015625,0.060068195354495556,-0.9166666865348816
102,curriculum,5120,66.06002124199999,0.06,0.6328125,0.052867115352013126,-0.96875
102,curriculum,5632,72.295589366,0.04,0.40625,0.048787232710622914,-1.0208333730697632
102,curriculum,6144,78.47875575399999,0.04,0.501953125,0.04270731132290052,-1.0729166269302368
102,curriculum,6656,84.656020589,0.04,0.5625,0.0394474507622413,-1.125
102,curriculum,7168,90.871070955,0.04,0.62890625,0.03499180179646648,-1.1770833730697632
102,curriculum,7680,97.037284773,0.025,0.41796875,0.03063917189039057,-1.2291666269302368
102,curriculum,8192,103.156328041,0.025,0.4375,0.028984162023628034,-1.28125
102,curriculum,8704,109.29690620699999,0.025,0.501953125,0.026633389066411696,-1.3333333730697632
102,curriculum,9216,115.54306882499999,0.025,0.537109375,0.025538357560806465,-1.3854166269302368
102,curriculum,9728,121.70537612899999,0.025,0.5859375,0.024404232220201248,-1.4375
102,curriculum,10240,127.946413706,0.015,0.287109375,0.023693691724055155,-1.4895833730697632
102,curriculum,10752,134.261061253,0.015,0.271484375,0.022835304831944868,-1.5416666269302368
102,curriculum,11264,140.48234992000002,0.015,0.298828125,0.021364618487591042,-1.59375
102,curriculum,11776,146.65709499500002,0.015,0.369140625,0.020170651964305755,-1.6458333730697632
102,curriculum,12288,152.789803497,0.015,0.404296875,0.018847641466839465,-1.6979166269302368
102,curriculum,12800,158.98708178700002,0.015,0.470703125,0.017692962498747817,-1.75
102,curriculum,13312,165.18272789300002,0.015,0.4296875,0.01808657446216414,-1.8020833730697632
102,curriculum,13824,171.452187704,0.015,0.462890625,0.01702021734803085,-1.8541666269302368
102,curriculum,14336,177.686788095,0.015,0.501953125,0.015832617829054443,-1.90625
102,curriculum,14848,183.79613886500002,0.015,0.51171875,0.015542845532583074,-1.9583333730697632
102,curriculum,15360,190.01584490800002,0.015,0.55859375,0.015095323966319431,-2.0104167461395264
102,curriculum,15872,196.13904527300002,0.01,0.337890625,0.014138572715032154,-2.0625
102,curriculum,16384,202.27544175900002,0.01,0.35546875,0.013794635274953577,-2.1145832538604736
102,curriculum,16896,208.430652804,0.01,0.35546875,0.013010572677500453,-2.1666667461395264
102,curriculum,17408,214.66179090400001,0.01,0.423828125,0.012062643136737381,-2.21875
102,curriculum,17920,220.853611277,0.01,0.431640625,0.011783678035698669,-2.2708332538604736
102,curriculum,18432,227.04834760900002,0.01,0.470703125,0.011325118262917825,-2.3229167461395264
102,curriculum,18944,233.17995586,0.01,0.490234375,0.010819492610845291,-2.375
102,curriculum,19456,239.243749957,0.01,0.529296875,0.010409002137104606,-2.4270832538604736
102,curriculum,19968,245.396096604,0.01,0.587890625,0.009409961777161156,-2.4791667461395264
102,curriculum,20480,251.50694844500003,0.006,0.318359375,0.009188503458809288,-2.53125
102,curriculum,20992,257.659590271,0.006,0.3125,0.008996053426943177,-2.5833332538604736
102,curriculum,21504,263.899779286,0.006,0.3203125,0.008919217179534249,-2.6354167461395264
102,curriculum,22016,269.981343137,0.006,0.35546875,0.008125802771162049,-2.6875
102,curriculum,22528,276.06264974,0.006,0.373046875,0.008005575142737382,-2.7395832538604736
102,curriculum,23040,281.83131550900004,0.006,0.375,0.007864951754664524,-2.7916667461395264
102,curriculum,23552,287.897062414,0.006,0.435546875,0.007239984109206775,-2.84375
102,curriculum,24064,293.98499738,0.006,0.451171875,0.0069367411465561975,-2.8958332538604736
102,curriculum,24576,300.027890346,0.006,0.48046875,0.006859101267890177,-2.9479167461395264
102,curriculum,25088,306.063433987,0.006,0.53515625,0.006376959231373532,-3.0
102,curriculum,25600,312.113085586,0.006,0.55078125,0.00631870839586939,-3.0
102,curriculum,26112,318.179039116,0.006,0.529296875,0.006572057782693002,-3.0
102,curriculum,26624,324.23654832700004,0.006,0.54296875,0.006465864837856657,-3.0
102,curriculum,27136,330.296922202,0.006,0.541015625,0.006331329011430481,-3.0
102,curriculum,27648,336.513858497,0.006,0.541015625,0.0063782644810337985,-3.0
102,curriculum,28160,342.59010358300003,0.006,0.51953125,0.0065483608267284665,-3.0
102,curriculum,28672,348.42823426,0.006,0.525390625,0.0064347919644594225,-3.0
102,curriculum,29184,354.53425841800004,0.006,0.533203125,0.006246396434308932,-3.0
102,curriculum,29696,360.56340302300003,0.006,0.52734375,0.006294077295500751,-3.0
102,curriculum,30208,366.718632366,0.006,0.515625,0.006519569465966539,-3.0
102,curriculum,30720,372.468053451,0.006,0.541015625,0.006374165989652898,-3.0
102,curriculum,31232,378.659656627,0.006,0.5859375,0.006140811629170462,-3.0
102,curriculum,31744,384.75146806600003,0.006,0.560546875,0.006310342202996203,-3.0
102,curriculum,32256,390.909922463,0.006,0.544921875,0.006394327768671167,-3.0
102,curriculum,32768,397.016185713,0.006,0.537109375,0.006489927471975212,-3.0
102,hard,512,9.247085862999999,0.006,0.001953125,0.08028889440457701,-0.5
102,hard,1024,16.633588026,0.006,0.00390625,0.08191881738456758,-0.5520833134651184
102,hard,1536,22.876601073000003,0.006,0.00390625,0.08041715269878842,-0.6041666865348816
102,hard,2048,29.067333947999998,0.006,0.0078125,0.07973159760903747,-0.65625
102,hard,2560,35.388204035,0.006,0.0078125,0.07607625621770292,-0.7083333134651184
102,hard,3072,41.623215881,0.006,0.005859375,0.07427752949609415,-0.7604166865348816
102,hard,3584,47.83343486,0.006,0.009765625,0.07455160398077515,-0.8125
102,hard,4096,54.050673477,0.006,0.00390625,0.07475571760095973,-0.8645833134651184
102,hard,4608,60.341518767000004,0.006,0.00390625,0.07532566628719561,-0.9166666865348816
102,hard,5120,66.616667396,0.006,0.001953125,0.07680377557836401,-0.96875
102,hard,5632,72.82553002099999,0.006,0.001953125,0.07446549397908823,-1.0208333730697632
102,hard,6144,78.979737285,0.006,0.0078125,0.07265957530482521,-1.0729166269302368
102,hard,6656,85.09314752,0.006,0.00390625,0.0715275579127011,-1.125
102,hard,7168,91.346137016,0.006,0.0,0.0689533743210243,-1.1770833730697632
102,hard,7680,97.656414525,0.006,0.001953125,0.06773920038356791,-1.2291666269302368
102,hard,8192,103.70778388,0.006,0.005859375,0.06606175467165984,-1.28125
102,hard,8704,109.760695218,0.006,0.00390625,0.06602806560488926,-1.3333333730697632
102,hard,9216,115.98714299599999,0.006,0.0078125,0.06746552357657588,-1.3854166269302368
102,hard,9728,122.11152413899998,0.006,0.0078125,0.06653145294994423,-1.4375
102,hard,10240,128.164106535,0.006,0.005859375,0.069101351352442,-1.4895833730697632
102,hard,10752,134.265593734,0.006,0.0078125,0.06473164995171142,-1.5416666269302368
102,hard,11264,140.30874903699998,0.006,0.00390625,0.06589478331171042,-1.59375
102,hard,11776,146.390606398,0.006,0.00390625,0.06611446429655442,-1.6458333730697632
102,hard,12288,152.4312449,0.006,0.001953125,0.06748067842212215,-1.6979166269302368
102,hard,12800,158.49785247,0.006,0.009765625,0.06597241809061069,-1.75
102,hard,13312,164.699440243,0.006,0.0078125,0.06492663509694202,-1.8020833730697632
102,hard,13824,170.893248659,0.006,0.001953125,0.06482025726717935,-1.8541666269302368
102,hard,14336,177.022925424,0.006,0.013671875,0.0664698916349453,-1.90625
102,hard,14848,183.121246943,0.006,0.0078125,0.06424674213498463,-1.9583333730697632
102,hard,15360,189.20909081,0.006,0.0,0.06448315235894019,-2.0104167461395264
102,hard,15872,195.246925789,0.006,0.0,0.061584414879277065,-2.0625
102,hard,16384,201.430184205,0.006,0.001953125,0.060488412976777886,-2.1145832538604736
102,hard,16896,207.601779755,0.006,0.0078125,0.06254829879150502,-2.1666667461395264
102,hard,17408,213.791656698,0.006,0.009765625,0.06227521091540833,-2.21875
102,hard,17920,220.20026750099998,0.006,0.0078125,0.060813986205733105,-2.2708332538604736
102,hard,18432,226.66448567499998,0.006,0.0078125,0.06219746465132409,-2.3229167461395264
102,hard,18944,233.061442345,0.006,0.005859375,0.059891551115413694,-2.375
102,hard,19456,239.58526661,0.006,0.001953125,0.0607846564646071,-2.4270832538604736
102,hard,19968,246.11903875199997,0.006,0.0,0.06244844132899157,-2.4791667461395264
102,hard,20480,252.80056268399997,0.006,0.005859375,0.058272034443248966,-2.53125
102,hard,20992,259.436244648,0.006,0.0078125,0.06118877760057864,-2.5833332538604736
102,hard,21504,265.940040387,0.006,0.0078125,0.060114802817696614,-2.6354167461395264
102,hard,22016,272.42438930900005,0.006,0.00390625,0.05961717875762672,-2.6875
102,hard,22528,278.736832617,0.006,0.0,0.059735141957664536,-2.7395832538604736
102,hard,23040,285.114418773,0.006,0.005859375,0.059289839242438525,-2.7916667461395264
102,hard,23552,291.320181288,0.006,0.0078125,0.061942199452101714,-2.84375
102,hard,24064,297.873294594,0.006,0.0078125,0.06000569859773835,-2.8958332538604736
102,hard,24576,304.16001320600003,0.006,0.001953125,0.05912580245296153,-2.9479167461395264
102,hard,25088,310.317000923,0.006,0.009765625,0.06103498698435485,-3.0
102,hard,25600,316.592204587,0.006,0.0078125,0.05727208387019664,-3.0
102,hard,26112,322.69078705600003,0.006,0.009765625,0.058447227283953726,-3.0
102,hard,26624,328.77878747100004,0.006,0.001953125,0.060240221278698006,-3.0
102,hard,27136,334.83203563800004,0.006,0.00390625,0.05920235264305711,-3.0
102,hard,27648,340.84694601900003,0.006,0.005859375,0.058143771475317345,-3.0
102,hard,28160,346.417376407,0.006,0.005859375,0.06047867194416455,-3.0
102,hard,28672,352.451804001,0.006,0.0,0.05832120219265477,-3.0
102,hard,29184,358.49446381800004,0.006,0.01171875,0.05975447011390396,-3.0
102,hard,29696,364.546672928,0.006,0.0078125,0.06123799336651799,-3.0
102,hard,30208,370.12719033400003,0.006,0.00390625,0.060682303704927706,-3.0
102,hard,30720,375.71984530500004,0.006,0.009765625,0.06151954169803232,-3.0
102,hard,31232,381.883548327,0.006,0.009765625,0.05983832264098335,-3.0
102,hard,31744,388.196517341,0.006,0.005859375,0.05893268427240904,-3.0
102,hard,32256,393.93199387600004,0.006,0.005859375,0.06041664431570995,-3.0
102,hard,32768,399.72005808,0.006,0.005859375,0.059543743996868154,-3.0
103,curriculum,512,9.464787560999998,0.06,0.279296875,0.08527212672641235,-0.5
103,curriculum,1024,16.419226235,0.06,0.34375,0.08042292591302785,-0.5520833134651184
103,curriculum,1536,22.541333165,0.06,0.302734375,0.0816937224701809,-0.6041666865348816
103,curriculum,2048,28.596276027,0.06,0.361328125,0.0779175916746763,-0.65625
103,curriculum,2560,34.66401930799999,0.06,0.369140625,0.07675739824781272,-0.7083333134651184
103,curriculum,3072,40.802231643,0.06,0.41796875,0.07053800455750142,-0.7604166865348816
103,curriculum,3584,46.819376623,0.06,0.435546875,0.06822530874386151,-0.8125
103,curriculum,4096,52.823108109,0.06,0.529296875,0.061603015645911315,-0.8645833134651184
103,curriculum,4608,58.827546514000005,0.06,0.53515625,0.06036925531750034,-0.9166666865348816
103,curriculum,5120,64.89578326200001,0.06,0.576171875,0.05544949891548431,-0.96875
103,curriculum,5632,71.01763593,0.04,0.39453125,0.04911640672678366,-1.0208333730697632
103,curriculum,6144,77.222077121,0.04,0.4765625,0.04484064601916736,-1.0729166269302368
103,curriculum,6656,83.15427332,0.04,0.52734375,0.04143558940884227,-1.125
103,curriculum,7168,89.104243538,0.04,0.634765625,0.03628463589584667,-1.1770833730697632
103,curriculum,7680,95.191996302,0.025,0.376953125,0.032605841192182905,-1.2291666269302368
103,curriculum,8192,101.422014258,0.025,0.439453125,0.029854403236587,-1.28125
103,curriculum,8704,107.637809777,0.025,0.501953125,0.0273585915751238,-1.3333333730697632
103,curriculum,9216,113.992606416,0.025,0.548828125,0.025566480629328887,-1.3854166269302368
103,curriculum,9728,120.209621309,0.025,0.529296875,0.02546637384532653,-1.4375
103,curriculum,10240,126.48290619100001,0.015,0.255859375,0.023980350090265133,-1.4895833730697632
103,curriculum,10752,132.910066865,0.015,0.294921875,0.02220653491662338,-1.5416666269302368
103,curriculum,11264,139.272184746,0.015,0.326171875,0.021122043056547586,-1.59375
103,curriculum,11776,145.557676307,0.015,0.326171875,0.020780151538821456,-1.6458333730697632
103,curriculum,12288,151.946861088,0.015,0.37890625,0.01912997586086096,-1.6979166269302368
103,curriculum,12800,158.171759011,0.015,0.412109375,0.019158728345473303,-1.75
103,curriculum,13312,164.454990739,0.015,0.408203125,0.01805438781616292,-1.8020833730697632
103,curriculum,13824,170.745958274,0.015,0.46484375,0.016771046245200625,-1.8541666269302368
103,curriculum,14336,177.08682081700002,0.015,0.474609375,0.016422668460182067,-1.90625
103,curriculum,14848,183.304065786,0.015,0.50390625,0.01625038629145706,-1.9583333730697632
103,curriculum,15360,189.698981257,0.015,0.53125,0.015102468645606852,-2.0104167461395264
103,curriculum,15872,196.005650236,0.015,0.587890625,0.014226400967080659,-2.0625
103,curriculum,16384,202.227328468,0.01,0.361328125,0.013644167882700342,-2.1145832538604736
103,curriculum,16896,208.520622661,0.01,0.349609375,0.013532397868680459,-2.1666667461395264
103,curriculum,17408,214.716480991,0.01,0.396484375,0.012717303297082944,-2.21875
103,curriculum,17920,220.942106366,0.01,0.390625,0.012555738626233933,-2.2708332538604736
103,curriculum,18432,227.081413698,0.01,0.455078125,0.011581332463857523,-2.3229167461395264
103,curriculum,18944,233.230962651,0.01,0.482421875,0.011242701027869223,-2.375
103,curriculum,19456,239.60017191400001,0.01,0.5390625,0.010383683161843817,-2.4270832538604736
103,curriculum,19968,245.966017517,0.01,0.580078125,0.009844330092105474,-2.4791667461395264
103,curriculum,20480,252.23822269800002,0.006,0.287109375,0.009725683938125253,-2.53125
103,curriculum,20992,258.497060671,0.006,0.255859375,0.009687948387934,-2.5833332538604736
103,curriculum,21504,264.62514495,0.006,0.28515625,0.009292188073939646,-2.6354167461395264
103,curriculum,22016,271.084949255,0.006,0.33203125,0.008699817402236184,-2.6875
103,curriculum,22528,277.504905656,0.006,0.345703125,0.008389900388092345,-2.7395832538604736
103,curriculum,23040,283.88084353,0.006,0.36328125,0.00802158756480959,-2.7916667461395264
103,curriculum,23552,290.145821635,0.006,0.400390625,0.007880726419067252,-2.84375
103,curriculum,24064,296.340576133,0.006,0.4765625,0.007103219342065581,-2.8958332538604736
103,curriculum,24576,302.564161672,0.006,0.474609375,0.007224702351641717,-2.9479167461395264
103,curriculum,25088,308.940632857,0.006,0.513671875,0.006815585268976018,-3.0
103,curriculum,25600,316.340458722,0.006,0.5,0.0070733816884436295,-3.0
103,curriculum,26112,322.497188476,0.006,0.474609375,0.007262076931932525,-3.0
103,curriculum,26624,328.803197289,0.006,0.515625,0.007127223556147831,-3.0
103,curriculum,27136,335.003525573,0.006,0.48828125,0.006871966927667713,-3.0
103,curriculum,27648,341.147326847,0.006,0.51171875,0.00699139006251975,-3.0
103,curriculum,28160,347.353958736,0.006,0.53515625,0.006678859309526364,-3.0
103,curriculum,28672,353.20833708,0.006,0.470703125,0.006993426822414503,-3.0
103,curriculum,29184,358.78825037,0.006,0.53515625,0.006646603281595427,-3.0
103,curriculum,29696,364.890222928,0.006,0.578125,0.006594385094122929,-3.0
103,curriculum,30208,371.102380913,0.006,0.486328125,0.007055050169525899,-3.0
103,curriculum,30720,377.247655934,0.006,0.51171875,0.007111953933555454,-3.0
103,curriculum,31232,383.517503378,0.006,0.548828125,0.006798294869056633,-3.0
103,curriculum,31744,389.61557917700003,0.006,0.533203125,0.00654610845697633,-3.0
103,curriculum,32256,395.736658046,0.006,0.50390625,0.006965076206521649,-3.0
103,curriculum,32768,401.924565967,0.006,0.533203125,0.006745688930396977,-3.0
103,hard,512,9.549380018999999,0.006,0.005859375,0.08527212672641235,-0.5
103,hard,1024,16.834928597999998,0.006,0.00390625,0.08050718429990811,-0.5520833134651184
103,hard,1536,22.900628044,0.006,0.001953125,0.0824393920085392,-0.6041666865348816
103,hard,2048,28.953977277999996,0.006,0.005859375,0.07930054405448475,-0.65625
103,hard,2560,35.011315036,0.006,0.00390625,0.07920456692689426,-0.7083333134651184
103,hard,3072,41.214153288999995,0.006,0.005859375,0.07463153909709595,-0.7604166865348816
103,hard,3584,47.313229147,0.006,0.001953125,0.07513446963491681,-0.8125
103,hard,4096,53.386491936999995,0.006,0.005859375,0.07129525209682197,-0.8645833134651184
